,Sentence,Author_name
279,"  REPLY    Roxanne on 19 September 2011 at 6:11 pm I honestly think it takes gigantic, enormous balls to drop out of a PhD program — especially when  you are doing something you are so passionate about",Erin's story - dropout
280, It can be really hard to do what's best for  you in that kind of situation — you don't want to look (or feel!) like a failure,Erin's story - dropout
281,  plus you need to go back out into the world with totally different goals,Erin's story - dropout
282," This may not be super articulate but I am just super impressed with you — that's such a hard choice  to make, but it was clearly the right decision",Erin's story - dropout
283," Congrats!  R EP LY    Martina Lynne :: the life academic on 20 September 2011 at 12:53 am I'm knee-deep in my own Literature PhD program and I have to say, I think it takes a lot of courage  to say what you've said",Erin's story - dropout
284," While I love a lot of things about academia and feel very positive about  my decisions, I do see a pretty toxic attitude amongst some departments that hurts a lot of bright  students",Erin's story - dropout
285," I can't imagine leaving, not just because I love the work but because of the stigma and  pressure",Erin's story - dropout
286," I would lose a whole community, a future, a direction",Erin's story - dropout
287," Terrifying! But worse, I imagine,  would be continuing if I felt my integrity and joy was at stake, so bravo to you for pulling out  when you did and taking control of your next steps",Erin's story - dropout
288,  REPLY    j,Erin's story - dropout
289,lowe on 20 September 2011 at 6:04 am Hi! Thank you for writing this,Erin's story - dropout
290, I dropped out of law school after the first semester,Erin's story - dropout
291, It was both  one of the toughest and most rewarding choices I'd ever made,Erin's story - dropout
292," My situation was a little different, though",Erin's story - dropout
293," I had experienced a lot of parental pressure to go to  law school, and my parents were definitely my strongest opponents of my decision to leave",Erin's story - dropout
294, To this  day (2 years later) I think they still view me as kind of a failure who didn't live up to her  potential,Erin's story - dropout
295," Pretty much everyone else has been very supportive, as you have experienced",Erin's story - dropout
296, I actually left law school because I really wanted to pursue a Ph,Erin's story - dropout
297, and go into research,Erin's story - dropout
298," However,  since I started working, I am not totally sure if I want to get a Ph",Erin's story - dropout
299, degrees are  a huge commitment and no guarantee that it'll pay off,Erin's story - dropout
300," I'm also starting to understand the dark  underbelly of academia, which you described  quite well in leading up to your decision to leave",Erin's story - dropout
301," As a result, I'm not totally sure what I'm  doing with my life anymore",Erin's story - dropout
302, I hope that it will become clearer,Erin's story - dropout
303,  REPLY    Jo on 20 September 2011 at 12:29 pm I graduated with a photography degree last year and I was encouraged by all 3 of my final year  lecturers to go on to an MA,Erin's story - dropout
304, That coupled with the fact that the university was able to pay my  tuition fees meant it seemed to stupid to turn it down,Erin's story - dropout
305, My uni doesn't offer a photography MA so I  applied for the Art & Design course,Erin's story - dropout
306," But I was told that photography students go on to Fine Art,  not Art & Design",Erin's story - dropout
307," I just went along with it, accepted that they knew what was best",Erin's story - dropout
308, So Wrong,Erin's story - dropout
309, I hate my course,Erin's story - dropout
310, Fine Art is absolutely not the correct environment for me,Erin's story - dropout
311, Plus  the course leader is a particularly foul breed of fine art snob who hates photography,Erin's story - dropout
