,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
200, I chose to pursue German rather than English hoping that the foreign language aspect would make my  experience even richer,Erin's story - dropout,0.5574,Positive,0.0625,Positive
201, Why were you interested in doing a Ph,Erin's story - dropout,0.4019,Neutral,0.25,Positive
202," as opposed to ""just” an M",Erin's story - dropout,0.0,Neutral,0.0,Neutral
203,? Or self-study? Or working  your way up? \ was planning to become a professor of German because that's pretty much what you can do if you're  interested in teaching/working with literature as well as language,Erin's story - dropout,0.7906,Positive,0.16666666666666666,Positive
204," And for that, I needed a Ph",Erin's story - dropout,0.0,Neutral,0.0,Neutral
205," I'm still struggling with why I saw no option other than this career to enjoy a lifelong  relationship with books, why it seemed necessary to bind my professional efforts with this  particular passion or I would be failing myself",Erin's story - dropout,0.1027,Neutral,0.011111111111111108,Positive
206,  What did you imagine doing a Ph,Erin's story - dropout,0.0,Neutral,0.0,Neutral
207," would be like? Arriving at this HUGE research university, I anticipated a liberal arts haven of critical thought  and open mindedness, so I was crushed when I entered an atmosphere of self-serving negativity",Erin's story - dropout,-0.1697,Neutral,0.13333333333333336,Positive
208," My  department had terrible, ongoing faculty collegiality problems that they chose to ignore, to the  detriment of the graduate students",Erin's story - dropout,-0.8074,Negative,-1.0,Negative
209, I took fabulous classes in four other departments where I noticed grad students being properly  trained to engage with various theories and methodologies; my profs didn't bother with this,Erin's story - dropout,0.5267,Positive,0.13333333333333333,Positive
210," I saw  so many student colleagues, brilliant friends of  mine that I admired, transformed by faculty bullying into a shell of their former promising selves,  and I was the same",Erin's story - dropout,0.8625,Positive,0.39999999999999997,Positive
211, This article covers the symptoms very well,Erin's story - dropout,0.2732,Neutral,0.0,Neutral
212," Unfortunately, the denigration seemed unconsciously targeted toward women in my department; it was  sickening, very much along the lines of an abusive relationship",Erin's story - dropout,-0.8591,Negative,-0.15,Negative
213," We were constantly made to feel  that nothing we did was right, but were all convinced that we'd be left with nothing if we escaped  the situation",Erin's story - dropout,-0.2755,Neutral,0.14285714285714285,Positive
214," A few did; I stayed for four years past my Master's, hoping I could improve things from the inside,  but it was a sick system",Erin's story - dropout,-0.1027,Neutral,-0.48214285714285715,Negative
215," So much happened that I couldn't forgive, yet I gave them most of my 20s",Erin's story - dropout,0.2732,Neutral,0.2,Positive
216,  When did you begin to think that you were not the right fit for this PhD program? I couldn't perform any academic work,Erin's story - dropout,0.3612,Neutral,0.22857142857142856,Positive
217," I stayed on top of my teaching, but I lived in terror of my  own anxiety, which lead to continual procrastination",Erin's story - dropout,-0.5106,Negative,0.3181818181818182,Positive
218," My candidacy exams had to be rescheduled several times and in the end, I never took them; I  couldn't face the giant pile of books in my apartment, even though I was studying humor, my  all-time favorite topic",Erin's story - dropout,0.6249,Positive,0.16666666666666666,Positive
219, I slowly realized via counseling that I couldn't surrender this exploration of what I love most to  the approval of a faculty who had hurt and screwed me and my friends over year after year,Erin's story - dropout,0.8225,Positive,0.09999999999999998,Positive
220, To  complete exams and a dissertation according to their standards would compromise my integrity,Erin's story - dropout,0.3818,Neutral,0.05,Positive
221," Plus, my avoidance tendencies were creeping into every area of my life",Erin's story - dropout,-0.4019,Neutral,0.0,Neutral
222, So my leaving was more or  less mutually decided upon; I was not succeeding in their program and I didn't want to pursue it  any longer if it meant risking my mental health,Erin's story - dropout,0.34,Neutral,-0.19305555555555554,Negative
223, How did the people in your life react to your decision? I wasted so much energy worrying about this,Erin's story - dropout,-0.5574,Negative,0.0,Neutral
224," I was sure my family and friends would be  disappointed, that they wouldn't know how to see me afterward and would expect less of me for the  rest of my life",Erin's story - dropout,0.4215,Neutral,0.16666666666666669,Positive
225," More or less to a person, that hasn't been the case",Erin's story - dropout,0.0,Neutral,-0.16666666666666666,Negative
226, Virtually everyone gets it and virtually everyone's been supportive,Erin's story - dropout,0.296,Neutral,0.5,Positive
227, Some people even seem  impressed that I moved on from that toxic situation,Erin's story - dropout,0.4767,Neutral,1.0,Positive
228," It was me who wasn't sure what worth I'd have  outside of grad school, without the prestige of a PhD",Erin's story - dropout,0.4939,Neutral,0.26666666666666666,Positive
229, I needed to have faith that other people can see who I am irrespective of my career choices,Erin's story - dropout,0.4215,Neutral,0.0,Neutral
230, That's  still tough to remember; I often feel the need to explain in great detail how crappy things got in  order to justify leaving school after six years,Erin's story - dropout,-0.0516,Neutral,0.20555555555555557,Positive
231," Ultimately, though, I'm just explaining it to  myself",Erin's story - dropout,0.0,Neutral,0.0,Neutral
232, What have been the biggest struggles of your post-Ph,Erin's story - dropout,-0.3182,Neutral,0.0,Neutral
233," life? And the best things?  Oh, my already depleted self-esteem just plummeted",Erin's story - dropout,0.6369,Positive,1.0,Positive
234," I was broke, unemployed and had to move back in  with my folks at age 28",Erin's story - dropout,0.0,Neutral,0.0,Neutral
235, My depression and anxiety took over for a while,Erin's story - dropout,-0.6597,Negative,0.0,Neutral
236," Therapy, anti-depressants and the people I love have been good to me, but what's benefited me most  was definitely finding a job doing something new that I'm good at, where people appreciate my  contributions",Erin's story - dropout,0.926,Positive,0.40727272727272723,Positive
237, I feel free now,Erin's story - dropout,0.5106,Positive,0.4,Positive
238, I love seeing my students and coworkers every day,Erin's story - dropout,0.6369,Positive,0.5,Positive
239, I miss working with literature but engaging with  it has become so fraught for me that I don't know if I'll ever want it to be my life again,Erin's story - dropout,0.2732,Neutral,0.0,Neutral
240," There's  also the sweet, sweet honesty of considering what actually do want from here on out",Erin's story - dropout,0.8591,Positive,0.2333333333333333,Positive
241," What advice would you give to other people in academic programs they don't like? Trust your gut and value your abilities at all times, though insecurity is basically encouraged in  academia",Erin's story - dropout,0.875,Positive,0.0,Neutral
242," Grad school pressures tend to exacerbate our worst tendencies; if you're suffering for  any reason or feel you've lost your bearings, seek counseling at the university",Erin's story - dropout,-0.8979,Negative,-0.6999999999999998,Negative
243," Counseling helped me immeasurably, most of all giving me back the perspective that my overall well  being should always be the primary goal of my lifestyle, rather than my ability to succeed by  someone else's standard",Erin's story - dropout,0.8519,Positive,0.1,Positive
244," At the risk of sounding Pollyanna-ish, it's hugely comforting to have  learned that I don't just get a chance at one awesome version of my life—we can always change  course",Erin's story - dropout,0.7778,Positive,0.6,Positive
245," Have any of you guys dropped out of something big? Any questions for Erin? Photo Ivy Iñaki de/ Olmo on Unsplash     PREVIOUS POST                         NEXT POST     HOW TO RESCUE THE TIME & ENERGY TO GO AFTER WHAT YOU WANT  You know what you want, you just need more time + energy to go after it",Erin's story - dropout,0.8481,Positive,-0.05555555555555555,Negative
246," Let me help you find it!                 Name  Email   FREE — DOWN LOAD NOW!                           WELCOME TO YES & YES! Want to spend your time, money, and energy on purpose? I'll show you how",Erin's story - dropout,0.9625,Positive,0.6000000000000001,Positive
